"Date","Value_type_1","Value_type_2"
"2019-01-01 00:00:00","235253.953125","315243.25"
"2019-01-02 00:00:00","270766.46875","444379.53125"
"2019-01-03 00:00:00","339102.59375","385961.75"
"2019-01-04 00:00:00","393210.625","371368.0625"
"2019-01-05 00:00:00","313972.875","365272.9375"
"2019-01-06 00:00:00","244922.4375","417006.5625"
"2019-01-07 00:00:00","329992.21875","442019.5"
"2019-01-08 00:00:00","369931.28125","451708.375"
"2019-01-09 00:00:00","336407.34375","513620.40625"
"2019-01-10 00:00:00","334595.9375","540146.75"
"2019-01-11 00:00:00","358258.3125","505685.53125"
"2019-01-12 00:00:00","292536.5","450256.03125"
"2019-01-13 00:00:00","277884.09375","445624.59375"
"2019-01-14 00:00:00","389306.34375","447183.78125"
"2019-01-15 00:00:00","459366.34375","348588.9375"
"2019-01-16 00:00:00","463073.3125","352071.84375"
"2019-01-17 00:00:00","431917.4375","356434.8125"
"2019-01-18 00:00:00","453520.15625","378577.90625"
"2019-01-19 00:00:00","355775.96875","378007.8125"
"2019-01-20 00:00:00","297353.40625","427576.03125"
"2019-01-21 00:00:00","397841.03125","449240.375"
"2019-01-22 00:00:00","386921.96875","494260.96875"
"2019-01-23 00:00:00","279464.9375","623231.875"
"2019-01-24 00:00:00","334287.90625","571055.5625"
"2019-01-25 00:00:00","354224.84375","534896.4375"
"2019-01-26 00:00:00","292589.09375","409313.78125"
"2019-01-27 00:00:00","165644.421875","569266.9375"
"2019-01-28 00:00:00","228895.078125","612156.1875"
"2019-01-29 00:00:00","282406.21875","582498.9375"
"2019-01-30 00:00:00","289024.3125","571525.6875"
"2019-01-31 00:00:00","221310.15625","654617.3125"
"2019-02-01 00:00:00","201918.875","669284.375"
"2019-02-02 00:00:00","176207.484375","636379.25"
"2019-02-03 00:00:00","196174.03125","553236.875"
"2019-02-04 00:00:00","349613.40625","494099.5"
"2019-02-05 00:00:00","387136.21875","433834.9375"
"2019-02-06 00:00:00","382497.03125","401943.09375"
"2019-02-07 00:00:00","348411.875","424938.125"
"2019-02-08 00:00:00","316861.46875","455978.9375"
"2019-02-09 00:00:00","226411.703125","469108.53125"
"2019-02-10 00:00:00","169005.28125","546968.4375"
"2019-02-11 00:00:00","305775.90625","446992"
"2019-02-12 00:00:00","346935.65625","399090.90625"
"2019-02-13 00:00:00","356386.71875","397272.6875"
"2019-02-14 00:00:00","301297.90625","462204.03125"
"2019-02-15 00:00:00","317984.0625","408591.59375"
"2019-02-16 00:00:00","227978.5625","445116.5625"
"2019-02-17 00:00:00","199482.234375","458899.90625"
"2019-02-18 00:00:00","318613.59375","415727.03125"
"2019-02-19 00:00:00","378878.46875","348343.75"
"2019-02-20 00:00:00","367959.15625","364809.09375"
"2019-02-21 00:00:00","330200.375","402891.59375"
"2019-02-22 00:00:00","308278.40625","393370.6875"
"2019-02-23 00:00:00","258132.78125","397113"
"2019-02-24 00:00:00","242042.484375","372414.71875"
"2019-02-25 00:00:00","313236.96875","383542.59375"
"2019-02-26 00:00:00","292670.9375","399482.03125"
"2019-02-27 00:00:00","282835.21875","406766.53125"
"2019-02-28 00:00:00","286728.03125","394823.3125"
"2019-03-01 00:00:00","279930.875","387229.1875"
"2019-03-02 00:00:00","197900.71875","435395.78125"
"2019-03-03 00:00:00","165496.390625","461938.46875"
"2019-03-04 00:00:00","189091.46875","524007.65625"
"2019-03-05 00:00:00","220267.71875","443180.21875"
"2019-03-06 00:00:00","169217.65625","595448.625"
"2019-03-07 00:00:00","230964.625","484785"
"2019-03-08 00:00:00","267639.71875","387191.1875"
"2019-03-09 00:00:00","210642.328125","405129.78125"
"2019-03-10 00:00:00","177796.6875","425784.90625"
"2019-03-11 00:00:00","239867.09375","449429.875"
"2019-03-12 00:00:00","223909.40625","468765.34375"
"2019-03-13 00:00:00","181520.875","522962"
"2019-03-14 00:00:00","236443.359375","475071.84375"
"2019-03-15 00:00:00","257757.21875","439461.46875"
"2019-03-16 00:00:00","201819.046875","419918.625"
"2019-03-17 00:00:00","157456.078125","484551.5"
"2019-03-18 00:00:00","207244.015625","465928.78125"
"2019-03-19 00:00:00","190030.0625","479651.34375"
"2019-03-20 00:00:00","221454.21875","481351.46875"
"2019-03-21 00:00:00","249317.125","448324.25"
"2019-03-22 00:00:00","253611.84375","434494.59375"
"2019-03-23 00:00:00","221637.75","398382.1875"
"2019-03-24 00:00:00","187957.796875","407208.46875"
"2019-03-25 00:00:00","189829.375","529846.125"
"2019-03-26 00:00:00","162615.046875","571496.875"
"2019-03-27 00:00:00","197390.703125","506424.21875"
"2019-03-28 00:00:00","241080.234375","482325.375"
"2019-03-29 00:00:00","257662.0625","452540.15625"
"2019-03-30 00:00:00","247082.625","397174.90625"
"2019-03-31 00:00:00","248515.546875","327372.84375"
"2019-04-01 00:00:00","332752.90625","332922.78125"
"2019-04-02 00:00:00","314849.5","350896.96875"
"2019-04-03 00:00:00","232650.125","447247.6875"
"2019-04-04 00:00:00","275909.46875","432684.53125"
"2019-04-05 00:00:00","256095.3125","443241.8125"
"2019-04-06 00:00:00","178476.484375","486168.28125"
"2019-04-07 00:00:00","184147.8125","440918.28125"
"2019-04-08 00:00:00","261135.3125","429601.8125"
"2019-04-09 00:00:00","227257.890625","483428.5"
"2019-04-10 00:00:00","253756.453125","459203.65625"
"2019-04-11 00:00:00","274032.6875","441295.34375"
"2019-04-12 00:00:00","273146.15625","416369.9375"
"2019-04-13 00:00:00","251269.875","344455.84375"
"2019-04-14 00:00:00","223869.890625","348322.75"
"2019-04-15 00:00:00","234624.921875","431120.84375"
"2019-04-16 00:00:00","297761.625","372760.46875"
"2019-04-17 00:00:00","211006.671875","489849.03125"
"2019-04-18 00:00:00","242877.140625","378841.4375"
"2019-04-19 00:00:00","183786.546875","435203.53125"
"2019-04-20 00:00:00","167169.8125","473809.875"
"2019-04-21 00:00:00","183219.4375","388803.5"
"2019-04-22 00:00:00","247861.84375","360275.25"
"2019-04-23 00:00:00","214291.0625","451732.46875"
"2019-04-24 00:00:00","171113.640625","557068.375"
"2019-04-25 00:00:00","166326.265625","565281.5"
"2019-04-26 00:00:00","214726","489545.875"
"2019-04-27 00:00:00","209625.5625","392750.875"
"2019-04-28 00:00:00","191995.6875","399087.375"
"2019-04-29 00:00:00","282647.96875","367744.0625"
"2019-04-30 00:00:00","277634.9375","367920.25"
"2019-05-01 00:00:00","194918.6875","394680.75"
"2019-05-02 00:00:00","214186.53125","467037.34375"
"2019-05-03 00:00:00","236106.296875","444672.15625"
"2019-05-04 00:00:00","201358.5625","435825.625"
"2019-05-05 00:00:00","170663.625","451156.4375"
"2019-05-06 00:00:00","287354","353523.03125"
"2019-05-07 00:00:00","278189.34375","418341.9375"
"2019-05-08 00:00:00","177079.671875","557314.375"
"2019-05-09 00:00:00","224555.421875","484667.78125"
"2019-05-10 00:00:00","234103","457877.3125"
"2019-05-11 00:00:00","237571.734375","395259.78125"
"2019-05-12 00:00:00","171405.21875","447793.46875"
"2019-05-13 00:00:00","241774.171875","448343.5625"
"2019-05-14 00:00:00","288804.71875","376194.96875"
"2019-05-15 00:00:00","296225.1875","366272.375"
"2019-05-16 00:00:00","277701.65625","389779.625"
"2019-05-17 00:00:00","206566.5625","530355.5625"
"2019-05-18 00:00:00","231169.625","399287.90625"
"2019-05-19 00:00:00","237231.625","380774.8125"
"2019-05-20 00:00:00","311770.65625","330609.21875"
"2019-05-21 00:00:00","321275.90625","312947.875"
"2019-05-22 00:00:00","339105.8125","311802.53125"
"2019-05-23 00:00:00","332254.59375","313457.8125"
"2019-05-24 00:00:00","270250.71875","415463.8125"
"2019-05-25 00:00:00","215423.21875","435740.78125"
"2019-05-26 00:00:00","209749.96875","405634.84375"
"2019-05-27 00:00:00","285292.40625","394644.9375"
"2019-05-28 00:00:00","271447.3125","449609"
"2019-05-29 00:00:00","276280.0625","439054.84375"
"2019-05-30 00:00:00","312098.65625","369870.625"
"2019-05-31 00:00:00","326381.40625","352912"
"2019-06-01 00:00:00","302365.375","331142.53125"
"2019-06-02 00:00:00","290368.96875","340561.96875"
"2019-06-03 00:00:00","351749.5625","340909.84375"
"2019-06-04 00:00:00","332489.4375","411414.96875"
"2019-06-05 00:00:00","301838.96875","430029.1875"
"2019-06-06 00:00:00","279526.34375","440171.125"
"2019-06-07 00:00:00","274937.28125","451278.15625"
"2019-06-08 00:00:00","277031.4375","372558.25"
"2019-06-09 00:00:00","240330.359375","370706.28125"
"2019-06-10 00:00:00","249924.453125","417158.53125"
"2019-06-11 00:00:00","266624.375","429003"
"2019-06-12 00:00:00","301388.96875","380429.59375"
"2019-06-13 00:00:00","293688.3125","401314.9375"
"2019-06-14 00:00:00","300913.9375","392227.5625"
"2019-06-15 00:00:00","10358.357421875","16595.703125"
"2020-01-01 00:00:00","202459.671875","392970.34375"
"2020-01-02 00:00:00","251804.328125","456072.5"
"2020-01-03 00:00:00","236659.03125","449136.0625"
"2020-01-04 00:00:00","194786.546875","477828.78125"
"2020-01-05 00:00:00","199303.8125","412291.15625"
"2020-01-06 00:00:00","215066.4375","399696.21875"
"2020-01-07 00:00:00","300426.46875","437061.4375"
"2020-01-08 00:00:00","300189.0625","433793.5625"
"2020-01-09 00:00:00","266283.9375","481219"
"2020-01-10 00:00:00","247336.921875","526037.875"
"2020-01-11 00:00:00","249304.046875","413991.3125"
"2020-01-12 00:00:00","257650.8125","391910.75"
"2020-01-13 00:00:00","294904.46875","471868.9375"
"2020-01-14 00:00:00","218846.109375","533200.0625"
"2020-01-15 00:00:00","247541.46875","512941.65625"
"2020-01-16 00:00:00","239573.5625","543293.125"
"2020-01-17 00:00:00","246119.53125","527583.6875"
"2020-01-18 00:00:00","207929.921875","473973.5"
"2020-01-19 00:00:00","164948.328125","623219"
"2020-01-20 00:00:00","213593.953125","666357.25"
"2020-01-21 00:00:00","261115.203125","593926.5"
"2020-01-22 00:00:00","303341.8125","504282.0625"
"2020-01-23 00:00:00","356472.625","417069.5"
"2020-01-24 00:00:00","362985.875","401854.96875"
"2020-01-25 00:00:00","288649.6875","368835.46875"
"2020-01-26 00:00:00","216653.40625","437601.78125"
"2020-01-27 00:00:00","239177.84375","563611.875"
"2020-01-28 00:00:00","245027.40625","530467.1875"
"2020-01-29 00:00:00","255730.046875","518545.65625"
"2020-01-30 00:00:00","235388.859375","524439.3125"
"2020-01-31 00:00:00","231992.46875","498832.71875"
"2020-02-01 00:00:00","168571.484375","532455.3125"
"2020-02-02 00:00:00","168162.25","468994.03125"
"2020-02-03 00:00:00","246784.28125","451967.28125"
"2020-02-04 00:00:00","232232.5625","505301"
"2020-02-05 00:00:00","240218.4375","502353.5625"
"2020-02-06 00:00:00","259761.453125","494317.5625"
"2020-02-07 00:00:00","270178.46875","453053.0625"
"2020-02-08 00:00:00","240813.609375","391140.96875"
"2020-02-09 00:00:00","188116.140625","471035.59375"
"2020-02-10 00:00:00","205984.71875","551000.8125"
"2020-02-11 00:00:00","266409.1875","445355.78125"
"2020-02-12 00:00:00","292200.875","402708.96875"
"2020-02-13 00:00:00","257458.1875","466572.71875"
"2020-02-14 00:00:00","272296.71875","435069.90625"
"2020-02-15 00:00:00","203863.96875","440934.65625"
"2020-02-16 00:00:00","163187.703125","491760.59375"
"2020-02-17 00:00:00","215896.171875","492132.53125"
"2020-02-18 00:00:00","251415.890625","456574.25"
"2020-02-19 00:00:00","266355.8125","447067.96875"
"2020-02-20 00:00:00","252744.65625","469346.78125"
"2020-02-21 00:00:00","257336.015625","457172.34375"
"2020-02-22 00:00:00","226699.8125","404887"
"2020-02-23 00:00:00","208291.171875","388971.15625"
"2020-02-24 00:00:00","253820.265625","430768.65625"
"2020-02-25 00:00:00","182046.4375","521390.71875"
"2020-02-26 00:00:00","185386.25","582334.5625"
"2020-02-27 00:00:00","189553.171875","612680.375"
"2020-02-28 00:00:00","204309.625","507783.1875"
"2020-02-29 00:00:00","129305.609375","560075.0625"
"2020-03-01 00:00:00","124696.125","583098.4375"
"2020-03-02 00:00:00","137436.0625","636733.5625"
"2020-03-03 00:00:00","144010.109375","660705.9375"
"2020-03-04 00:00:00","168534.328125","626648.4375"
"2020-03-05 00:00:00","142299.90625","672015.5"
"2020-03-06 00:00:00","138255.3125","706640.3125"
"2020-03-07 00:00:00","151293.578125","571785.0625"
"2020-03-08 00:00:00","144553.234375","524007.75"
"2020-03-09 00:00:00","181787.03125","599449.125"
"2020-03-10 00:00:00","187439.546875","533626.9375"
"2020-03-11 00:00:00","217871.265625","460930.90625"
"2020-03-12 00:00:00","213870.03125","460045.15625"
"2020-03-13 00:00:00","192808.609375","502651.9375"
"2020-03-14 00:00:00","197938.15625","418593"
"2020-03-15 00:00:00","173543.84375","471927"
"2020-03-16 00:00:00","156895.75","586511.4375"
"2020-03-17 00:00:00","144904.28125","555607.9375"
"2020-03-18 00:00:00","157767.546875","479340.875"
"2020-03-19 00:00:00","155859.5625","462832.03125"
"2020-03-20 00:00:00","163800.96875","464949.34375"
"2020-03-21 00:00:00","169703.375","399103.8125"
"2020-03-22 00:00:00","169963.578125","366437.1875"
"2020-03-23 00:00:00","168260.625","450439"
"2020-03-24 00:00:00","169190.5","461082.78125"
"2020-03-25 00:00:00","174181.8125","416853.09375"
"2020-03-26 00:00:00","150760.390625","529870.1875"
"2020-03-27 00:00:00","164378.765625","452010.3125"
"2020-03-28 00:00:00","164943.984375","393945.90625"
"2020-03-29 00:00:00","151754.984375","442642.71875"
"2020-03-30 00:00:00","171419.140625","504581.53125"
"2020-03-31 00:00:00","171084.375","483509.6875"
"2020-04-01 00:00:00","181530.828125","405307.84375"
"2020-04-02 00:00:00","179220.015625","430277.78125"
"2020-04-03 00:00:00","184806.375","444160.125"
"2020-04-04 00:00:00","170209.484375","446138.25"
"2020-04-05 00:00:00","167229.484375","433590.28125"
"2020-04-06 00:00:00","187742.5","364127.28125"
"2020-04-07 00:00:00","181891.3125","360822.625"
"2020-04-08 00:00:00","178663.28125","356080.53125"
"2020-04-09 00:00:00","182624.375","345941.03125"
"2020-04-10 00:00:00","189803.453125","342544.03125"
"2020-04-11 00:00:00","171364.25","341670.03125"
"2020-04-12 00:00:00","169304.5625","372362.71875"
"2020-04-13 00:00:00","173051.890625","354179.75"
"2020-04-14 00:00:00","158021.421875","397443.78125"
"2020-04-15 00:00:00","157362.5","463374.46875"
"2020-04-16 00:00:00","138492.203125","492878.8125"
"2020-04-17 00:00:00","136366.953125","457263"
"2020-04-18 00:00:00","154537.125","381232.71875"
"2020-04-19 00:00:00","152507.375","382035.71875"
"2020-04-20 00:00:00","138837.5","450139.6875"
"2020-04-21 00:00:00","139026.640625","494077.5"
"2020-04-22 00:00:00","144628.140625","483819.84375"
"2020-04-23 00:00:00","148511.125","438434.71875"
"2020-04-24 00:00:00","150911.15625","444459.4375"
"2020-04-25 00:00:00","161350.796875","357166.1875"
"2020-04-26 00:00:00","157092.0625","377582.21875"
"2020-04-27 00:00:00","156476.296875","440003.46875"
"2020-04-28 00:00:00","145612.546875","495403.1875"
"2020-04-29 00:00:00","127834.0078125","546484.375"
"2020-04-30 00:00:00","117450.34375","568606.3125"
"2020-05-01 00:00:00","122628.3515625","529347.5"
"2020-05-02 00:00:00","147112.703125","452451.15625"
"2020-05-03 00:00:00","157967.203125","350207.46875"
"2020-05-04 00:00:00","147020.984375","497472.375"
"2020-05-05 00:00:00","146840.921875","439057.84375"
"2020-05-06 00:00:00","158825.59375","398619.59375"
"2020-05-07 00:00:00","153589.625","451353.5"
"2020-05-08 00:00:00","151276.578125","424148.4375"
"2020-05-09 00:00:00","177394.28125","375521.34375"
"2020-05-10 00:00:00","154796.875","404125.65625"
"2020-05-11 00:00:00","147480.5","451022.5"
"2020-05-12 00:00:00","175886","372166.53125"
"2020-05-13 00:00:00","175093.625","370878.3125"
"2020-05-14 00:00:00","156542.859375","403823.75"
"2020-05-15 00:00:00","146458","444578"
"2020-05-16 00:00:00","149683.21875","457594.84375"
"2020-05-17 00:00:00","153449.09375","390206.75"
"2020-05-18 00:00:00","173472.34375","396109.03125"
"2020-05-19 00:00:00","188064.15625","395366.3125"
"2020-05-20 00:00:00","195109.1875","353426.9375"
"2020-05-21 00:00:00","197166.953125","353920.21875"
"2020-05-22 00:00:00","198551.96875","359884.84375"
"2020-05-23 00:00:00","155717.625","424367.28125"
"2020-05-24 00:00:00","139350.25","429378.15625"
"2020-05-25 00:00:00","182277.359375","426392.40625"
"2020-05-26 00:00:00","167800.640625","465675.96875"
"2020-05-27 00:00:00","187065.609375","443229.53125"
"2020-05-28 00:00:00","209566.765625","409343.625"
"2020-05-29 00:00:00","224210.765625","378739"
"2020-05-30 00:00:00","188172.84375","370176.90625"
"2020-05-31 00:00:00","196204.5625","324436"
"2020-06-01 00:00:00","249705.765625","324871.40625"
"2020-06-02 00:00:00","260534.734375","330913.59375"
"2020-06-03 00:00:00","268775.96875","368826.59375"
"2020-06-04 00:00:00","208016.078125","470808.40625"
"2020-06-05 00:00:00","221155.96875","424366.40625"
"2020-06-06 00:00:00","210499.75","386395.5"
"2020-06-07 00:00:00","173855.671875","456774.15625"
"2020-06-08 00:00:00","214559.765625","453674.59375"
"2020-06-09 00:00:00","226810.9375","446654.3125"
"2020-06-10 00:00:00","239420.328125","403755.4375"
"2020-06-11 00:00:00","196242.421875","476097.96875"
"2020-06-12 00:00:00","160242.90625","531540.875"
"2020-06-13 00:00:00","176195.5625","454318.65625"
"2020-06-14 00:00:00","195394.8125","365710.4375"
"2020-06-15 00:00:00","8984.134765625","12564.2880859375"
